word,age_of_acquisition,frequency_per_million
grotesque,11.78,1.56863
kilo,11.94,1.56863
malicious,11.37,1.56863
occult,12.65,1.56863
petrol,12.28,1.56863
plankton,11.21,1.56863
shitload,11.53,1.56863
titanium,13.58,1.56863
unprecedented,13.16,1.56863
banzai,12.85,1.54902
behavioral,11.89,1.54902
beseech,12.93,1.54902
biopsy,15.06,1.54902
carcass,12.25,1.54902
domination,11.79,1.54902
escrow,15.38,1.54902
hepatitis,14.24,1.54902
malpractice,11.75,1.54902
optimism,12.17,1.54902
perpetual,13.75,1.54902
quad,12.58,1.54902
ravishing,12.22,1.54902
tenor,12.56,1.54902
vandalism,12,1.54902
whorehouse,11.94,1.54902
aorta,13.06,1.52941
capitalist,12.65,1.52941
contingency,14.06,1.52941
distributor,11.56,1.52941
diva,13.58,1.52941
dysfunctional,11.47,1.52941
feat,11.26,1.52941
guru,13.94,1.52941
hearsay,12.76,1.52941
hellhole,12.37,1.52941
java,12.63,1.52941
lateral,12.41,1.52941
ploy,12.5,1.52941
pornographic,12.25,1.52941
protestant,12.67,1.52941
solace,12.73,1.52941
transfusion,12,1.52941
vector,11.12,1.52941
ado,11.88,1.5098
adversary,12.67,1.5098
cashmere,13.05,1.5098
continuum,14.35,1.5098
corpus,11.17,1.5098
dialysis,13,1.5098
dopamine,15.47,1.5098
err,13.06,1.5098
expendable,12.5,1.5098
haze,11.62,1.5098
interface,12.85,1.5098
mortality,12.35,1.5098
napalm,14.75,1.5098
parry,11.1453,1.5098
savannah,12,1.5098
sensual,12.1,1.5098
sham,11.6035,1.5098
sheik,12.8184,1.5098
whilst,11.3051,1.5098
annulment,12.37,1.4902
attire,11.22,1.4902
cipher,13.82,1.4902
commentary,11.89,1.4902
endeavor,13.41,1.4902
incompetence,11.74,1.4902
mandate,12.95,1.4902
metropolitan,11.59,1.4902
muster,12.22,1.4902
omega,13.24,1.4902
oppression,12.22,1.4902
persona,11.33,1.4902
potent,11.44,1.4902
privy,12.07,1.4902
resentment,11.53,1.4902
stabilize,11.26,1.4902
suppress,12.94,1.4902
uncanny,12.5,1.4902
vortex,12.94,1.4902
assailant,12.44,1.47059
badass,12.14,1.47059
barren,11.12,1.47059
barricade,11.18,1.47059
conspicuous,11.7,1.47059
contraption,11.39,1.47059
dispatcher,12.67,1.47059
dowry,14.59,1.47059
esteemed,13.11,1.47059
godforsaken,11.25,1.47059
maternal,11.22,1.47059
nebula,13.38,1.47059
pathological,12.84,1.47059
retro,11.9,1.47059
satchel,12.35,1.47059
shilling,11.16,1.47059
uplink,13.92,1.47059
vale,11.69,1.47059
vicar,12.53,1.47059
acquisition,13.63,1.45098
chastity,11.78,1.45098
correctional,11.51,1.45098
enlightenment,11.33,1.45098
latex,13.48,1.45098
litigation,13.37,1.45098
microchip,14,1.45098
outburst,11.25,1.45098
oversight,11.28,1.45098
pulmonary,13.05,1.45098
redundant,12.72,1.45098
retract,12.17,1.45098
rummy,11.17,1.45098
stockade,11.88,1.45098
sublime,13.76,1.45098
talisman,12.67,1.45098
titan,11.22,1.45098
undermine,12.47,1.45098
adder,12.13,1.43137
apprehend,11.47,1.43137
automated,11.11,1.43137
bridegroom,11.33,1.43137
concierge,12.19,1.43137
delegate,12.61,1.43137
dubious,12.19,1.43137
glucose,13.78,1.43137
hobbit,11.67,1.43137
magnitude,12.3,1.43137
misdemeanor,14.21,1.43137
pathology,14.05,1.43137
penance,12.5,1.43137
tedious,11.78,1.43137
tract,13.67,1.43137
venue,12.16,1.43137
accountable,11.7,1.41176
ballad,11.21,1.41176
barbaric,11.84,1.41176
bloodbath,11.2,1.41176
councilman,11.91,1.41176
diagnostic,12.9,1.41176
elusive,12.76,1.41176
enema,13.56,1.41176
flares,11.45,1.41176
illustrious,12.05,1.41176
intervene,11.72,1.41176
masseuse,11.22,1.41176
penetration,11.05,1.41176
septic,11.13,1.41176
shrewd,11.37,1.41176
therapeutic,12.39,1.41176
unorthodox,12.19,1.41176
arraignment,16.44,1.39216
brimstone,11.19,1.39216
endorsement,12.22,1.39216
explicit,11.67,1.39216
finesse,12.39,1.39216
gout,13.65,1.39216
guzzler,11.72,1.39216
homing,11.75,1.39216
jugular,12.95,1.39216
margarita,12.6,1.39216
mediocre,11.59,1.39216
rook,11.59,1.39216
transponder,15.07,1.39216
twit,12,1.39216
banter,11.25,1.37255
census,11.14,1.37255
cleavage,12.95,1.37255
delegation,13.32,1.37255
forthcoming,12.72,1.37255
hickey,11.58,1.37255
hummer,11.56,1.37255
lapse,11.68,1.37255
laundering,12.29,1.37255
magistrate,12.78,1.37255
manic,12.11,1.37255
prestige,11.59,1.37255
prude,12.11,1.37255
sentencing,11.61,1.37255
sentry,11.12,1.37255
smut,12.74,1.37255
aristocrat,11.88,1.35294
beneficiary,15.06,1.35294
conservatory,12.11,1.35294
cotillion,13.92,1.35294
documentation,11.9,1.35294
duly,11.401,1.35294
ecstatic,13.26,1.35294
entourage,12.06,1.35294
hormone,12,1.35294
intolerable,12.23,1.35294
judicial,13.15,1.35294
pagan,13,1.35294
pedophile,13.37,1.35294
physicist,12.9,1.35294
presumptuous,14,1.35294
prudence,11.87,1.35294
schizophrenia,13.44,1.35294
shank,11.89,1.35294
shindig,11.29,1.35294
suitor,11.94,1.35294
temporal,15.84,1.35294
uncertainty,12.25,1.35294
winch,12.22,1.35294
adjacent,11.05,1.33333
amnesty,12.95,1.33333
anesthetic,13.05,1.33333
arterial,14.5,1.33333
aversion,11.94,1.33333
bayou,11.53,1.33333
claustrophobic,12.42,1.33333
cleric,11.89,1.33333
daft,12.26,1.33333
debutante,14.26,1.33333
detox,16.3352,1.33333
dialect,11.5,1.33333
dildo,15.41,1.33333
evident,12.55,1.33333
gentry,14.11,1.33333
groupie,12.06,1.33333
jest,11.21,1.33333
kamikaze,12.78,1.33333
ominous,12.82,1.33333
psychosis,16.07,1.33333
reverence,13.06,1.33333
specialize,11.33,1.33333
standpoint,12.11,1.33333
termination,11.5,1.33333
trainee,11.79,1.33333
vanquishing,13.63,1.33333
alignment,11.76,1.31373
anthropology,14.61,1.31373
archive,12.95,1.31373
bodega,13.67,1.31373
commune,12.05,1.31373
elope,11.37,1.31373
equity,15.53,1.31373
excruciating,12.62,1.31373
garter,11.72,1.31373
homage,13.72,1.31373
hypnotic,11.7,1.31373
infidelity,13.89,1.31373
inhibitor,13.19,1.31373
microfilm,12.12,1.31373
negotiator,11.42,1.31373
outpost,11.53,1.31373
para,13.0209,1.31373
paranormal,12.67,1.31373
postmortem,12.22,1.31373
prerogative,13.33,1.31373
prodigy,11.63,1.31373
renowned,11.4,1.31373
scourge,14.06,1.31373
terminator,11.18,1.31373
twat,15.44,1.31373
adjourn,12.59,1.29412
anthrax,14.26,1.29412
asbestos,13.95,1.29412
carotid,17.08,1.29412
chaser,11.22,1.29412
condescending,11.95,1.29412
confer,13.39,1.29412
confessional,11.05,1.29412
converse,12,1.29412
dealership,11.21,1.29412
decisive,11.44,1.29412
dementia,12.32,1.29412
dingo,11.29,1.29412
elimination,11.44,1.29412
epiphany,13.74,1.29412
extradition,13.76,1.29412
herpes,11.37,1.29412
hex,12.42,1.29412
injunction,12.5,1.29412
intake,12.84,1.29412
invaluable,11.71,1.29412
lucrative,15.12,1.29412
manned,12.28,1.29412
mocha,12,1.29412
mod,12.6,1.29412
overture,11.47,1.29412
pap,13,1.29412
penal,12.82,1.29412
perverse,13.11,1.29412
reincarnation,11.06,1.29412
rupture,11.05,1.29412
ultimatum,11.47,1.29412
vaginal,11.94,1.29412
visionary,12.17,1.29412
alpine,11.28,1.27451
architectural,12.25,1.27451
cartel,14.06,1.27451
catastrophic,12.11,1.27451
detachment,12.53,1.27451
divulge,12.65,1.27451
eunuch,15.25,1.27451
infectious,11.21,1.27451
lewd,12.19,1.27451
livery,13,1.27451
lucid,13.74,1.27451
luscious,11.11,1.27451
maxim,12.67,1.27451
memento,11.12,1.27451
oppressed,11.16,1.27451
paradox,13.78,1.27451
posh,11.88,1.27451
pretext,13.06,1.27451
procession,11.79,1.27451
registry,13,1.27451
scat,11.76,1.27451
singularity,14.55,1.27451
slum,11.9,1.27451
socialist,13.61,1.27451
bitchy,11.44,1.2549
combustion,11.42,1.2549
composite,12.15,1.2549
concubine,12.6,1.2549
conjure,11.37,1.2549
deployment,12.29,1.2549
downfall,11.47,1.2549
embark,11.05,1.2549
imprint,11.35,1.2549
insubordination,12.12,1.2549
iodine,11.18,1.2549
orbital,12.65,1.2549
petroleum,11.11,1.2549
prosperous,13,1.2549
residual,11.94,1.2549
sedate,11.84,1.2549
slander,14,1.2549
subsequent,13.05,1.2549
underlying,12.1,1.2549
valor,13.44,1.2549
ventilator,11.44,1.2549
wannabe,11.29,1.2549
anomaly,12.44,1.23529
arsenic,11.83,1.23529
bona,14.67,1.23529
cesspool,13.65,1.23529
compression,11.83,1.23529
compulsion,14.05,1.23529
femme,13.71,1.23529
hussy,12,1.23529
implement,12.11,1.23529
incriminating,11.68,1.23529
informer,11.67,1.23529
leper,11.88,1.23529
mainstream,13.28,1.23529
malignant,13.67,1.23529
menopause,14.56,1.23529
moderate,11.22,1.23529
neutron,11.43,1.23529
plight,11.97,1.23529
priestess,12.35,1.23529
respiration,12.21,1.23529
serene,11.38,1.23529
sketchy,11.59,1.23529
turmoil,12.84,1.23529
valedictorian,13.05,1.23529
arouse,12.63,1.21569
bedlam,12.83,1.21569
conscientious,11.95,1.21569
cordial,11.78,1.21569
excrement,12.11,1.21569
genocide,13.2,1.21569
inbound,11.26,1.21569
ledger,12.78,1.21569
masturbate,12.21,1.21569
neutralize,12,1.21569
platonic,13.12,1.21569
projecting,11.18,1.21569
speculate,11.28,1.21569
taboo,12.26,1.21569
umbilical,11.61,1.21569
vendetta,13.24,1.21569
carnal,12.29,1.19608
chivalry,13.89,1.19608
conceivable,11.5,1.19608
conclusive,11.78,1.19608
concur,11.69,1.19608
dishonor,11.53,1.19608
dissertation,14.73,1.19608
docket,13,1.19608
dysfunction,11.21,1.19608
epileptic,12.35,1.19608
gook,11.75,1.19608
grovel,12.5,1.19608
insolent,13.47,1.19608
keel,11.5,1.19608
lorry,13.56,1.19608
merciless,11.44,1.19608
oxide,14.53,1.19608
premise,12.47,1.19608
prohibition,12.05,1.19608
tarot,11.94,1.19608
technicality,13.32,1.19608
tweed,12.11,1.19608
zoning,11.84,1.19608
affliction,11.32,1.17647
ballast,15.24,1.17647
borough,11.35,1.17647
bourgeois,16.36,1.17647
brazen,12.19,1.17647
cadaver,13,1.17647
carte,11.93,1.17647
cavalier,12.47,1.17647
condor,13.57,1.17647
contamination,11.44,1.17647
coordination,11.84,1.17647
croc,11.19,1.17647
decadent,12,1.17647
distortion,11.47,1.17647
erect,12.83,1.17647
hereditary,11.42,1.17647
infernal,12.41,1.17647
infrastructure,13.41,1.17647
laceration,13.41,1.17647
lithium,13.9,1.17647
lush,11.28,1.17647
malice,12.33,1.17647
milt,14.56,1.17647
mite,11.35,1.17647
moot,14.25,1.17647
mosque,14.12,1.17647
occurrence,11.44,1.17647
persecution,11.8,1.17647
pertinent,13.93,1.17647
proprietor,12.21,1.17647
queue,12.17,1.17647
receptive,12.26,1.17647
reuben,14.4169,1.17647
sanitation,11.1,1.17647
stateside,12.11,1.17647
stoke,11.9232,1.17647
sulfur,13.6,1.17647
vibrator,13.39,1.17647
welsh,12.93,1.17647
appalled,11.53,1.15686
authenticity,12.11,1.15686
ballistic,15.58,1.15686
chemotherapy,12.53,1.15686
condone,12.25,1.15686
confound,12.41,1.15686
cosmopolitan,12.06,1.15686
courtship,12.15,1.15686
duress,14,1.15686
epinephrine,14.85,1.15686
evasion,12,1.15686
fetal,11.95,1.15686
homestead,12.78,1.15686
indebted,12.67,1.15686
invasive,12.56,1.15686
liberate,11.75,1.15686
mistrial,12.42,1.15686
propulsion,12.81,1.15686
simulate,11.5,1.15686
spam,13.58,1.15686
spic,11.88,1.15686
unified,11.44,1.15686
unjust,11.33,1.15686
untraceable,11.58,1.15686
upholstery,12.65,1.15686
uprising,11.17,1.15686
volatile,13,1.15686
abomination,11.17,1.13725
analogy,11.33,1.13725
autistic,14.35,1.13725
blatant,12.28,1.13725
comprehensive,12.74,1.13725
deactivate,11.83,1.13725
debrief,13.11,1.13725
deceitful,12.94,1.13725
dominion,12.44,1.13725
empathy,14.32,1.13725
faction,11.67,1.13725
femur,11.11,1.13725
heiress,12.71,1.13725
hydraulic,12.95,1.13725
impetuous,15.18,1.13725
inexperienced,11.26,1.13725
larynx,12.72,1.13725
methane,13.21,1.13725
miscarriage,11.47,1.13725
monologue,12.59,1.13725
monoxide,12.79,1.13725
primal,12.32,1.13725
queasy,11.37,1.13725
regimental,12.93,1.13725
rove,12.35,1.13725
schematic,14.45,1.13725
scrutiny,13,1.13725
sedation,13.2,1.13725
serenade,11.22,1.13725
supplement,11.45,1.13725
testicle,11.6,1.13725
upload,13.33,1.13725
zee,14,1.13725
adjoining,11.85,1.11765
audit,13.5,1.11765
banshee,12.06,1.11765
carnage,12.5,1.11765
cloning,14.2,1.11765
continuance,12,1.11765
cortex,12.39,1.11765
crusader,12.56,1.11765
defiance,12.35,1.11765
ensemble,12.25,1.11765
exhilarating,13.16,1.11765
fanfare,11.84,1.11765
gravitational,11.78,1.11765
hematoma,14.78,1.11765
indigenous,13.41,1.11765
libido,15.59,1.11765
liege,14.64,1.11765
lieu,11.6461,1.11765
mandrake,13.7562,1.11765
montage,11.53,1.11765
neurological,13.65,1.11765
nexus,14.59,1.11765
nudge,11.05,1.11765
pita,12,1.11765
prodigal,11.72,1.11765
purgatory,11.61,1.11765
requisition,13.42,1.11765
sphincter,13.8,1.11765
subjective,12.26,1.11765
surreal,13.72,1.11765
wingman,12.76,1.11765
anus,11.17,1.09804
bankroll,11.06,1.09804
bestow,13.53,1.09804
bilge,12.53,1.09804
cholera,12.69,1.09804
corroborate,11.44,1.09804
cynic,13.07,1.09804
dossier,14,1.09804
emphasize,11.26,1.09804
forwarding,11.78,1.09804
freestyle,11.06,1.09804
gist,11.3,1.09804
haggard,11.1666,1.09804
implicate,11.68,1.09804
indisposed,12,1.09804
infuser,15.07,1.09804
libel,14.12,1.09804
lovemaking,12.32,1.09804
pagoda,12.38,1.09804
patronizing,12.56,1.09804
poise,11.33,1.09804
ponder,11.44,1.09804
programmer,13.28,1.09804
radium,14.1,1.09804
scapegoat,11.75,1.09804
severance,14.39,1.09804
tangible,11.61,1.09804
upbeat,11.61,1.09804
aerospace,12.06,1.07843
anecdote,14.33,1.07843
aptitude,12.39,1.07843
armada,13.53,1.07843
aspire,11.83,1.07843
atheist,12.18,1.07843
catheter,14.37,1.07843
contingent,13.73,1.07843
contraction,12.89,1.07843
deficit,12.89,1.07843
diabolical,11.75,1.07843
dimensional,11.89,1.07843
dub,11.06,1.07843
entrepreneur,12.16,1.07843
exec,11.86,1.07843
favorable,11.9,1.07843
firewall,13.56,1.07843
foxtrot,12.39,1.07843
gander,11.31,1.07843
gimmick,11.89,1.07843
gratifying,11.39,1.07843
guerrilla,11.95,1.07843
impending,12.47,1.07843
impertinent,13.69,1.07843
infidel,11.56,1.07843
kimono,11.37,1.07843
lobotomy,14,1.07843
lowdown,12.28,1.07843
metabolism,12,1.07843
modem,13.75,1.07843
nein,14.33,1.07843
nitrate,14.12,1.07843
particulars,11.6994,1.07843
proclamation,11.07,1.07843
prolonged,11.4,1.07843
reckoning,12.89,1.07843
rift,12,1.07843
sadist,13.72,1.07843
seniority,12.75,1.07843
submission,11.33,1.07843
tat,11.67,1.07843
tout,12.53,1.07843
tribunal,13.59,1.07843
veer,11.47,1.07843
adversity,11.79,1.05882
backer,13.1,1.05882
bisexual,12.78,1.05882
blackmailer,11.84,1.05882
blockbuster,11.7,1.05882
censorship,13.05,1.05882
clitoris,14,1.05882
commando,11.32,1.05882
confounded,12.39,1.05882
debriefing,14.6,1.05882
demeanor,12.56,1.05882
deviant,14.12,1.05882
disengage,12.58,1.05882
edema,15.07,1.05882
enzyme,13.77,1.05882
femoral,13.31,1.05882
flak,13.56,1.05882
format,11.47,1.05882
genre,12.75,1.05882
gnarly,11.4543,1.05882
goatee,11.78,1.05882
governess,12.89,1.05882
intuitive,12.74,1.05882
oblivious,12.56,1.05882
prognosis,14.1,1.05882
rabble,11.59,1.05882
realization,11.33,1.05882
reproductive,11.2,1.05882
savvy,12.35,1.05882
stead,11.28,1.05882
stockbroker,11.05,1.05882
subversive,13.81,1.05882
tier,12.22,1.05882
vindictive,14.17,1.05882
weaponry,11.3,1.05882
aftermath,12.05,1.03922
anthropologist,12.56,1.03922
choreographer,12.25,1.03922
coherent,11.95,1.03922
concede,12,1.03922
conduit,13.11,1.03922
cryptic,11.78,1.03922
deficiency,12.33,1.03922
disgruntled,11.06,1.03922
epilepsy,12.39,1.03922
fathom,11.44,1.03922
fife,11.2838,1.03922
flux,14.5,1.03922
grievous,11.26,1.03922
gutless,11.17,1.03922
holographic,12,1.03922
hooch,13.06,1.03922
implore,12.44,1.03922
indiscretion,14.53,1.03922
inflation,11.82,1.03922
intricate,11.5,1.03922
invoice,14.17,1.03922
kappa,15.71,1.03922
lacrosse,12.94,1.03922
ladyship,11.07,1.03922
loathsome,12.7,1.03922
luger,13.77,1.03922
manifestation,14.17,1.03922
mead,11.38,1.03922
mishap,11.59,1.03922
narrative,11.44,1.03922
orthodox,13.16,1.03922
pard,15,1.03922
proverbial,13.78,1.03922
provocation,12.41,1.03922
quickie,12.75,1.03922
seminary,12.39,1.03922
telethon,11.67,1.03922
tidal,11.75,1.03922
toxicology,14.58,1.03922
trafficking,14.61,1.03922
whence,14.1186,1.03922
withhold,12.3,1.03922
afoot,11.4756,1.01961
alloy,14.53,1.01961
arbitrary,14.06,1.01961
arsonist,11.45,1.01961
bewildered,11.63,1.01961
brigadier,15,1.01961
compel,12.61,1.01961
dioxide,11.4,1.01961
discord,12.41,1.01961
elective,12.11,1.01961
fletch,12,1.01961
fuselage,12.47,1.01961
guile,13.25,1.01961
impenetrable,11.11,1.01961
innovative,11.17,1.01961
instability,12.55,1.01961
involuntary,11.95,1.01961
lumbar,15.88,1.01961
mania,12.95,1.01961
meditate,11.44,1.01961
meticulous,11.47,1.01961
metropolis,12.06,1.01961
mobilize,12.25,1.01961
monetary,12.56,1.01961
nu,14,1.01961
promiscuous,13.3,1.01961
receptor,12.3,1.01961
roe,15.4,1.01961
secluded,11.1,1.01961
shroud,11.65,1.01961
smelt,13.639,1.01961
transient,14.3,1.01961
undertake,11.48,1.01961
vibrant,11.08,1.01961
voicemail,11.78,1.01961
adrift,11.21,1
advisory,11.55,1
astute,14.69,1
candor,11.93,1
capitalism,11.42,1
chloroform,14,1
cretin,15.07,1
disclosure,12.44,1
dormitory,11.22,1
emissary,12.64,1
exploitation,14.75,1
fateful,11.12,1
heresy,12.86,1
hither,13.0742,1
impartial,11.16,1
inquisitive,12.12,1
invoke,14.11,1
kaput,11.35,1
kingpin,12.17,1
lavage,15.5,1
negligent,11.83,1
neurologist,14.22,1
nostalgic,12.11,1
prolong,11.89,1
promoter,12.41,1
reprieve,13.38,1
retraction,12.75,1
shorthand,11.11,1
sociopath,13.28,1
toil,11.39,1
topaz,11.19,1
vengeful,11.67,1
