word,age_of_acquisition,frequency_per_million
icing,5.53,1.39216
ivory,9.39,1.39216
lifeboat,7.72,1.39216
merge,10.68,1.39216
nifty,9.12,1.39216
ogre,8.33,1.39216
output,10.72,1.39216
parcel,10.67,1.39216
pedestrian,9.75,1.39216
peppermint,5.7,1.39216
ranking,9.28,1.39216
reclaim,10.61,1.39216
reload,8.95,1.39216
rung,8.26786,1.39216
slang,10.68,1.39216
slingshot,6.53,1.39216
snowball,4.74,1.39216
tetanus,11,1.39216
thoughtless,9.56,1.39216
uninvited,9,1.39216
unkind,7.21,1.39216
wildcat,7.44,1.39216
yak,7.78,1.39216
berserk,10.89,1.37255
blurry,7.28,1.37255
brighten,7.06,1.37255
bubbly,8.17,1.37255
capability,9.4,1.37255
ceremonial,10.89,1.37255
competitor,9.06,1.37255
crypt,10.68,1.37255
curriculum,10.35,1.37255
daybreak,8.1,1.37255
drought,7.94,1.37255
edible,8.68,1.37255
expel,9.59,1.37255
fencing,10.94,1.37255
flannel,9.44,1.37255
flattery,9.61,1.37255
haystack,6.32,1.37255
horrific,9.8,1.37255
imaginative,8.74,1.37255
intimidating,10.47,1.37255
jolt,9.44,1.37255
majestic,10.72,1.37255
millimeter,9.37,1.37255
mitt,6.83,1.37255
nightly,8,1.37255
peninsula,9,1.37255
periscope,10.16,1.37255
putter,9.33,1.37255
puzzled,7.5,1.37255
rabid,9.22,1.37255
scarcely,10.3779,1.37255
seasick,8.89,1.37255
shawl,9.74,1.37255
startling,10.33,1.37255
stationery,8.42,1.37255
stimulate,9.95,1.37255
stimulation,8.63,1.37255
thumper,7.17,1.37255
tram,10.53,1.37255
triumphant,8.89,1.37255
unmarked,8,1.37255
unwanted,6.39,1.37255
accelerator,10.27,1.35294
alto,10.1861,1.35294
aroma,9.47,1.35294
ballot,8.83,1.35294
banish,9.89,1.35294
basil,10.1328,1.35294
beige,7.74,1.35294
billboard,7.72,1.35294
boundary,8.35,1.35294
bribery,10.65,1.35294
carefree,9.89,1.35294
caress,10.89,1.35294
coarse,9.11,1.35294
concession,9.33,1.35294
contradict,10.89,1.35294
crease,7.79,1.35294
disorderly,9.63,1.35294
dispense,9.5,1.35294
dreaded,10.5,1.35294
enjoyment,8.85,1.35294
executioner,9.79,1.35294
fest,9.88,1.35294
geezer,9.59,1.35294
hanger,6.78,1.35294
havoc,10.5,1.35294
hickory,9.39,1.35294
hurl,8.06,1.35294
inflict,10.74,1.35294
intermission,10.89,1.35294
jailhouse,7.11,1.35294
joyous,7.35,1.35294
literal,10.11,1.35294
lockup,8.84,1.35294
manipulation,10.61,1.35294
mastermind,10.5,1.35294
nylon,10,1.35294
otter,5.47,1.35294
oval,5.95,1.35294
overthrow,10.67,1.35294
rambling,10.75,1.35294
satanic,9.11,1.35294
sauna,10.28,1.35294
scripture,7.28,1.35294
simplicity,9.89,1.35294
sleepless,8.45,1.35294
stair,3.84,1.35294
starch,10.67,1.35294
tasteful,9.06,1.35294
thriller,8.25,1.35294
trapeze,9.28,1.35294
twig,6.28,1.35294
unfold,8,1.35294
unthinkable,10.11,1.35294
waxed,8.61,1.35294
brethren,10,1.33333
citizenship,9.95,1.33333
clash,8.95,1.33333
cleaver,8.94,1.33333
dangle,6.89,1.33333
deathbed,9.47,1.33333
defenseless,9.45,1.33333
discourage,9.32,1.33333
dribble,6.5,1.33333
dwelling,9.05,1.33333
endurance,10.53,1.33333
fingernail,4,1.33333
girly,6.81,1.33333
greased,6.94,1.33333
halftime,7.61,1.33333
harass,10.84,1.33333
hornet,7.28,1.33333
humidity,9.8,1.33333
illegitimate,9.95,1.33333
indoor,5.05,1.33333
initiation,9.88,1.33333
lint,7.47,1.33333
medallion,10.26,1.33333
nationwide,9,1.33333
newt,7.56,1.33333
obituary,9.44,1.33333
oversee,11,1.33333
pear,4,1.33333
prospective,10.42,1.33333
quail,9.72,1.33333
relic,10.63,1.33333
renegade,10.21,1.33333
secretive,9.63,1.33333
siding,9.18436,1.33333
spender,8.53,1.33333
spunk,10.85,1.33333
stampede,9.55,1.33333
subscription,10.37,1.33333
swarm,8.68,1.33333
unholy,9.42,1.33333
welch,9.46144,1.33333
willingness,8.79,1.33333
accordion,8.61,1.31373
astronomy,9,1.31373
banister,10,1.31373
barbed,10,1.31373
blindness,7.21,1.31373
bowler,10.58,1.31373
bran,9.95,1.31373
brooch,10.71,1.31373
chitchat,9.59,1.31373
clover,5.74,1.31373
cluster,10,1.31373
crimson,10.28,1.31373
crutch,7.21,1.31373
crybaby,6.35,1.31373
damnation,8.94,1.31373
deprive,9.37,1.31373
expectation,10.32,1.31373
farmhouse,5.89,1.31373
geographic,8.89,1.31373
gorge,9.17,1.31373
headless,8.72,1.31373
huff,9.28,1.31373
madhouse,9.11,1.31373
mailing,6,1.31373
mandarin,10.35,1.31373
metallic,9.63,1.31373
nacho,6.86,1.31373
nutcase,7.83,1.31373
outcast,8.84,1.31373
pedestal,10.8,1.31373
pellet,10.18,1.31373
schoolboy,6.63,1.31373
scold,8.53,1.31373
slew,9.80247,1.31373
squaw,8.16,1.31373
strive,8.95,1.31373
superiority,10.74,1.31373
twirl,3.72,1.31373
unannounced,8.9,1.31373
zillion,8.67,1.31373
attentive,9.37,1.29412
boa,9.56,1.29412
bulldozer,5.61,1.29412
burp,4.67,1.29412
calculator,8.22,1.29412
chipper,8.2,1.29412
clink,9.44,1.29412
conjunction,9.67,1.29412
controller,10.32,1.29412
conversion,10.39,1.29412
crowbar,8.72,1.29412
dazzling,9.19,1.29412
deformed,7.65,1.29412
downside,9.37,1.29412
duet,8.82,1.29412
energetic,6.9,1.29412
escalator,7.11,1.29412
feud,10.33,1.29412
foggy,7.11,1.29412
fruity,6.8,1.29412
hairdo,6.39,1.29412
handgun,7.59,1.29412
hangman,8.33,1.29412
harmful,7.63,1.29412
hoodlum,10.33,1.29412
impolite,7.26,1.29412
kerosene,10.95,1.29412
knuckle,5.94,1.29412
landfill,8.71,1.29412
outraged,9.15,1.29412
pooch,7.67,1.29412
prediction,9.68,1.29412
prowl,9.5,1.29412
raggedy,6.11,1.29412
ration,10.4,1.29412
refusal,8.37,1.29412
sac,9,1.29412
snuggle,5.39,1.29412
soothe,8.4,1.29412
ting,10,1.29412
topside,9.63,1.29412
trio,8.39,1.29412
turban,10.24,1.29412
tush,8.28918,1.29412
unpopular,8.2,1.29412
unwind,8.42,1.29412
vial,10.06,1.29412
victorious,10.05,1.29412
accelerate,10.74,1.27451
bearded,7.2,1.27451
bookkeeper,9.15,1.27451
cancellation,10.05,1.27451
chestnut,6.55,1.27451
chrome,8.32,1.27451
critter,7.14,1.27451
diagram,9.63,1.27451
disrupt,9.17,1.27451
dodger,9.89,1.27451
elegance,9.61,1.27451
emphasis,10.72,1.27451
export,11,1.27451
fib,6.5,1.27451
grinder,8.68,1.27451
hallmark,10.42,1.27451
investor,10.22,1.27451
knickers,9.94,1.27451
motorcade,10.65,1.27451
mutilated,10.44,1.27451
pajama,4.27,1.27451
pebble,5.68,1.27451
podium,9.35,1.27451
possessive,9.61,1.27451
relocate,9.79,1.27451
rowing,7.68,1.27451
runny,5.68,1.27451
senora,9.9,1.27451
singular,9.8,1.27451
snotty,7.22,1.27451
streetcar,9.95,1.27451
susceptible,9.94,1.27451
tolerant,10.78,1.27451
trombone,7.83,1.27451
unclean,6.83,1.27451
vendor,10.17,1.27451
wharf,10.88,1.27451
windmill,5.32,1.27451
acme,9.54,1.2549
aggravated,8.60889,1.2549
approximate,10.7,1.2549
armpit,6,1.2549
beagle,7.39399,1.2549
biologist,10.9,1.2549
blitz,10.4,1.2549
campfire,5.11,1.2549
captivity,9.06,1.2549
cater,10.85,1.2549
checkout,6.44,1.2549
cheeky,10.63,1.2549
consultation,9.79,1.2549
coon,9.11,1.2549
craziness,8.83,1.2549
custard,8.5,1.2549
dud,8.55,1.2549
envious,9.26,1.2549
exceed,9.95,1.2549
fiesta,10.84,1.2549
germ,5.95,1.2549
gullible,10.83,1.2549
haywire,10.68,1.2549
housework,7,1.2549
hypocritical,10.63,1.2549
imaging,10.06,1.2549
landmark,9.61,1.2549
landscaping,11,1.2549
latter,10.687,1.2549
lifeless,9.22,1.2549
mascara,9.21,1.2549
mid,10.32,1.2549
pusher,9,1.2549
rejoin,10.61,1.2549
retaliate,10,1.2549
rocker,7.06,1.2549
sax,8.75,1.2549
seriousness,8.1,1.2549
showdown,8.39,1.2549
slaughterhouse,10.8,1.2549
stow,9.56,1.2549
swordsman,9.78,1.2549
toolbox,6.67,1.2549
toupee,9.63,1.2549
variation,10.11,1.2549
veterinarian,8.94,1.2549
advancement,10.89,1.23529
awakening,10.89,1.23529
axle,10.85,1.23529
bashful,6.94,1.23529
bellboy,7.95,1.23529
blueprint,9.39,1.23529
breathtaking,11,1.23529
caramel,6.58,1.23529
catfish,6.61,1.23529
charmer,10.79,1.23529
coleslaw,6.72,1.23529
contemplate,10.58,1.23529
flatten,7.05,1.23529
flawed,9.74,1.23529
friction,9.8,1.23529
kelp,10.22,1.23529
meddle,10.22,1.23529
navel,9.6,1.23529
penniless,10.75,1.23529
playmate,5.21,1.23529
polyester,10.16,1.23529
puppeteer,8.21,1.23529
pushover,10.81,1.23529
revised,10.314,1.23529
slammer,10.1,1.23529
stingy,7.78,1.23529
ugliness,6.33,1.23529
unprotected,9.26,1.23529
valuables,7.79895,1.23529
vinyl,10.68,1.23529
wart,7.25,1.23529
adventurous,10,1.21569
animation,8.53,1.21569
avocado,9.29,1.21569
blazer,9.6,1.21569
booger,4.63,1.21569
breather,8.11,1.21569
buttermilk,7.6,1.21569
ceramic,8.37,1.21569
charger,10.63,1.21569
chimpanzee,7.26,1.21569
courteous,8.65,1.21569
disoriented,9.89,1.21569
drunkard,10.72,1.21569
fig,8.06,1.21569
firehouse,5.95,1.21569
foil,7.57,1.21569
furnished,9.88772,1.21569
gazelle,9.37,1.21569
glorified,9.5,1.21569
govern,9.53,1.21569
hairline,9.68,1.21569
hefty,10.83,1.21569
hillside,6.16,1.21569
hilly,6,1.21569
horsepower,8.83,1.21569
infect,9.15,1.21569
inspirational,10.26,1.21569
isle,9.65,1.21569
jiggle,7.48,1.21569
lifesaver,7.3,1.21569
liner,7.42,1.21569
mammal,7.39,1.21569
manhunt,9.58,1.21569
mannequin,9.24,1.21569
melodramatic,10.89,1.21569
moisture,6.5,1.21569
nitwit,10.22,1.21569
nocturnal,8.89,1.21569
nourishment,9.94,1.21569
observant,9.32,1.21569
patrolman,9.5,1.21569
pollen,7.86,1.21569
projector,7.16,1.21569
racquetball,11,1.21569
saucy,10.53,1.21569
seagull,5.42,1.21569
skillet,8.2,1.21569
smuggler,9.95,1.21569
spirited,9.17,1.21569
thriving,9.95,1.21569
unnoticed,9.63,1.21569
untold,8.78,1.21569
wring,8.18,1.21569
advertisement,7.67,1.19608
animated,7,1.19608
appetizer,9.06,1.19608
baptism,6.58,1.19608
bony,9.53,1.19608
culinary,10.84,1.19608
dainty,8.76,1.19608
dusk,8.74,1.19608
frivolous,10.67,1.19608
heartbreaking,8.56,1.19608
heifer,10.07,1.19608
horseman,9,1.19608
icky,4.42,1.19608
learner,6.26,1.19608
leftover,7.28,1.19608
maroon,8.28,1.19608
necktie,6.63,1.19608
nitrogen,10.72,1.19608
novelist,10.26,1.19608
persist,9.5,1.19608
preschool,4.05,1.19608
replay,7,1.19608
rosary,8.21,1.19608
rumba,11,1.19608
sapphire,9.22,1.19608
scrapbook,7.56,1.19608
seaboard,10.68,1.19608
slump,10.58,1.19608
stickup,8.71,1.19608
summertime,5.22,1.19608
trucker,7.21,1.19608
tuba,7,1.19608
unavoidable,8.32,1.19608
visibility,10.84,1.19608
autographed,6.94,1.17647
blackboard,5.42,1.17647
bleeder,9.76,1.17647
blob,6.16,1.17647
bonehead,9.44,1.17647
buoy,9.76,1.17647
characteristic,10.47,1.17647
cowgirl,6.74,1.17647
creamy,6.11,1.17647
crucifix,9.05,1.17647
decrease,8.56,1.17647
din,9,1.17647
distasteful,10.11,1.17647
downward,7.84,1.17647
evolutionary,10.5,1.17647
fickle,11,1.17647
filly,10,1.17647
flamingo,6.32,1.17647
fragrance,9.63,1.17647
hermit,8.47,1.17647
homeowner,9.4,1.17647
horoscope,10.37,1.17647
inhaler,10.26,1.17647
interaction,9.42,1.17647
lull,10.61,1.17647
moat,9.65,1.17647
mockingbird,9.06,1.17647
mumps,8.42,1.17647
newfound,10.95,1.17647
nugget,7.32,1.17647
ornery,10.27,1.17647
pamphlet,9.5,1.17647
passageway,8.56,1.17647
piranha,8.74,1.17647
piston,10.37,1.17647
pubic,10.47,1.17647
readiness,9.67,1.17647
recharge,8.61,1.17647
revival,10.17,1.17647
selective,9.5,1.17647
sewage,8.47,1.17647
smother,6.63,1.17647
snowflake,5.32,1.17647
spatter,9.68,1.17647
splendor,10.79,1.17647
spokesman,9.05,1.17647
spotless,7.47,1.17647
startle,9.17,1.17647
stronghold,9.78,1.17647
thinker,7.61,1.17647
throbbing,9.42,1.17647
tiring,7.55,1.17647
uncharted,10.95,1.17647
weaken,7.95,1.17647
zing,9.82,1.17647
afar,8.21458,1.15686
aggravation,9.11,1.15686
albino,9.79,1.15686
attachment,10.11,1.15686
buildup,9.63,1.15686
clipper,9.56,1.15686
clipping,8.89,1.15686
croak,7.61,1.15686
dormant,10.17,1.15686
fastball,7.06,1.15686
fleece,10.2,1.15686
fluent,10.42,1.15686
frightful,5.83,1.15686
giver,5.83,1.15686
gloom,9,1.15686
homeroom,8.33,1.15686
hover,8.58,1.15686
lightweight,7.95,1.15686
lingo,10.89,1.15686
molten,9.06,1.15686
mousse,10.32,1.15686
mumbo,10.86,1.15686
phooey,7.78,1.15686
playful,6.22,1.15686
pliers,7,1.15686
prompt,10.24,1.15686
racehorse,6.67,1.15686
recipient,7.89,1.15686
recurring,9.89,1.15686
rural,7.95,1.15686
scorn,10.32,1.15686
shimmy,10,1.15686
sideburns,8.44,1.15686
snort,7.42,1.15686
solitaire,8.95,1.15686
sunup,8.07,1.15686
temperament,10.89,1.15686
unhappiness,6.84,1.15686
unwilling,8.61,1.15686
upbringing,9.26,1.15686
wristwatch,7.32,1.15686
abrupt,10.95,1.13725
alarming,9.78,1.13725
bazaar,9.89,1.13725
benign,10.88,1.13725
bugler,10.12,1.13725
clockwork,8.79,1.13725
collaboration,10.61,1.13725
disapprove,8.05,1.13725
diseased,9.89,1.13725
flinch,7.89,1.13725
floppy,6.68,1.13725
glee,9.28,1.13725
gunfight,8.79,1.13725
hardened,6.94,1.13725
horde,10.58,1.13725
hurtful,7.75,1.13725
indifferent,10.47,1.13725
joust,10.63,1.13725
lawman,9.68,1.13725
likelihood,10.89,1.13725
matinee,9.56,1.13725
microscopic,10.11,1.13725
mime,8,1.13725
motherhood,7.55,1.13725
optional,8.79,1.13725
ornament,6.1,1.13725
parched,9.19,1.13725
pathway,6.5,1.13725
pilgrimage,10.5,1.13725
putt,8.67,1.13725
reconcile,10.47,1.13725
reconstruct,10.63,1.13725
regal,9.58,1.13725
roundup,9.84,1.13725
rustle,10.32,1.13725
sash,7.67,1.13725
slant,7.33,1.13725
spacious,8.58,1.13725
switchboard,8.56,1.13725
tardy,7.32,1.13725
thermostat,8.89,1.13725
ticklish,4.67,1.13725
toothache,6.53,1.13725
unspoken,9.3,1.13725
volleyball,7.05,1.13725
wartime,8.22,1.13725
winged,8.63,1.13725
addictive,10.33,1.11765
afro,9.58,1.11765
airstrip,8.16,1.11765
airtight,9.84,1.11765
archaeologist,9.68,1.11765
battered,10.06,1.11765
bead,5.63,1.11765
bonkers,8.28,1.11765
caterpillar,5.17,1.11765
chaotic,8.5,1.11765
cocoon,8.95,1.11765
conqueror,10.32,1.11765
corkscrew,7.78,1.11765
dab,6.72,1.11765
disadvantage,10.39,1.11765
dismissal,10,1.11765
doghouse,6.74,1.11765
dotty,8.07,1.11765
dual,8.63,1.11765
egghead,8.63,1.11765
exterminate,9.25,1.11765
flask,10.78,1.11765
gunpoint,9.37,1.11765
improper,9.42,1.11765
kennel,9.89,1.11765
luxurious,10,1.11765
membrane,10.95,1.11765
outlive,8.43,1.11765
parmesan,8.21,1.11765
peekaboo,3.65,1.11765
punctual,10.79,1.11765
retrieval,10.33,1.11765
revere,10.4739,1.11765
reversal,8.11,1.11765
riff,9.84,1.11765
schoolhouse,6.76,1.11765
screwball,8.94,1.11765
sharpen,5.61,1.11765
shudder,10.16,1.11765
staple,7.18,1.11765
thermos,8.29,1.11765
tidings,9.74,1.11765
tortoise,5.88,1.11765
treasurer,9.89,1.11765
ultra,9.26962,1.11765
undetected,9.89,1.11765
volcanic,8.33,1.11765
walrus,5.06,1.11765
woodland,7.21,1.11765
accessible,9.94,1.09804
agriculture,10.32,1.09804
almond,7.67,1.09804
artifact,10.33,1.09804
baldy,8.5,1.09804
cannibal,9.11,1.09804
cavern,8.84,1.09804
checker,6.89,1.09804
crossbow,10.67,1.09804
crusher,8.5,1.09804
diversity,10.79,1.09804
eggplant,8.3,1.09804
funnel,8.44,1.09804
galactic,10.29,1.09804
golfer,7.16,1.09804
guacamole,9.68,1.09804
gull,8.65,1.09804
heroism,9.55,1.09804
leaky,5.78,1.09804
lyric,10.35,1.09804
momentary,10.67,1.09804
optical,10.72,1.09804
panicky,9.28,1.09804
papaya,10.84,1.09804
phonograph,9.18,1.09804
pounce,9.06,1.09804
prosper,10.06,1.09804
rawhide,9.59,1.09804
replica,10.47,1.09804
reside,10.74,1.09804
sideshow,10.32,1.09804
slugger,8.38,1.09804
spasm,8.89,1.09804
spatula,7.32,1.09804
spruce,10.84,1.09804
stooge,8.56,1.09804
tabloid,10.95,1.09804
tact,10.42,1.09804
talon,10.53,1.09804
tingle,9,1.09804
uncontrollable,10.06,1.09804
unrealistic,9.58,1.09804
upstanding,10.94,1.09804
urinate,7.63,1.09804
vacate,10.33,1.09804
vanishing,8.32,1.09804
vibrate,10.16,1.09804
aftershave,10.42,1.07843
arty,9.57,1.07843
bellman,10.11,1.07843
bland,8.35,1.07843
bleak,10.94,1.07843
boutique,9.78,1.07843
breathless,9.56,1.07843
brood,10.47,1.07843
celestial,11,1.07843
chainsaw,7,1.07843
comprehension,10.05,1.07843
culprit,10.65,1.07843
decode,10.68,1.07843
deduct,10.84,1.07843
descendant,9.61,1.07843
discard,10.42,1.07843
figment,9.63,1.07843
footprint,5.78,1.07843
gable,10.2927,1.07843
gore,10.2394,1.07843
hazel,7.11691,1.07843
inconsistent,10.7,1.07843
indifference,9.22,1.07843
insecurity,9.74,1.07843
knucklehead,8.2,1.07843
mixer,7.05,1.07843
moronic,9.89,1.07843
newcomer,8.26,1.07843
oink,3.44,1.07843
padded,6.83,1.07843
parakeet,6.53,1.07843
peroxide,9.84,1.07843
piggyback,5,1.07843
planetary,10.33,1.07843
pointer,7.7,1.07843
pout,7,1.07843
preservation,10.95,1.07843
proverb,8.16,1.07843
rhubarb,10.53,1.07843
scurvy,10.64,1.07843
sensory,10.84,1.07843
smog,10.47,1.07843
soot,7.2,1.07843
ticker,9.94,1.07843
timely,10.67,1.07843
tote,10.74,1.07843
townspeople,7.94,1.07843
trait,10.65,1.07843
vibes,9.95,1.07843
aids,8.89,1.05882
boast,8.22,1.05882
cheery,7.19,1.05882
chummy,9.78,1.05882
conquering,10,1.05882
copilot,8.72,1.05882
crusty,7.63,1.05882
cuss,6.79,1.05882
devour,10.18,1.05882
drifter,10.33,1.05882
firecracker,5.56,1.05882
flashback,10.61,1.05882
imbalance,9.94,1.05882
insufficient,10.22,1.05882
insure,10.59,1.05882
kicker,6.39,1.05882
looney,8.89,1.05882
minimize,10.89,1.05882
monumental,10.59,1.05882
motivate,9.9,1.05882
nook,9.74,1.05882
olden,9.59,1.05882
peddle,7.29,1.05882
petite,9.42,1.05882
recollect,9.67,1.05882
repairman,7.25,1.05882
rivalry,10.86,1.05882
rowboat,6.05,1.05882
sandbox,4.14,1.05882
secondhand,9.16,1.05882
snowy,4.83,1.05882
stomachache,4.47,1.05882
tot,7,1.05882
trashy,7.89,1.05882
umpire,7.56,1.05882
unrelated,9.65,1.05882
verb,8,1.05882
volumes,9.58,1.05882
wedlock,10.89,1.05882
willpower,10.6,1.05882
wreath,7.06,1.05882
wrongful,8.74,1.05882
abracadabra,6.89,1.03922
adviser,10.78,1.03922
barrage,10.19,1.03922
blimp,6.63,1.03922
botanical,10.78,1.03922
brisk,10.17,1.03922
collie,7.05,1.03922
crafty,9.45,1.03922
diagnose,10.72,1.03922
diameter,10.44,1.03922
drape,9.11,1.03922
elastic,8.85,1.03922
ethic,10.21,1.03922
hardball,10.4,1.03922
jeweler,9.5,1.03922
keyhole,7.86,1.03922
kickoff,8.84,1.03922
looker,8.12,1.03922
loudmouth,8.5,1.03922
machete,9.6,1.03922
newsstand,9.74,1.03922
obscenity,10.35,1.03922
overhear,8.37,1.03922
panty,6.26,1.03922
pew,8.56,1.03922
rampage,10.14,1.03922
rebirth,10,1.03922
reconnect,8.89,1.03922
recreate,9.21,1.03922
recreational,8.89,1.03922
scenic,9.11,1.03922
shootout,8.72,1.03922
snapshot,10,1.03922
squish,5.65,1.03922
steamer,9.11,1.03922
stout,10.12,1.03922
tangle,6.32,1.03922
unfriendly,7,1.03922
unsuspecting,9.72,1.03922
uproar,9.55,1.03922
watchdog,9.39,1.03922
waterfront,8.22,1.03922
wishful,8.5,1.03922
aka,10.94,1.01961
atlas,7.9,1.01961
ballgame,5.56,1.01961
blaster,8.89,1.01961
boating,8.45,1.01961
buckshot,9.6,1.01961
clasp,8.63,1.01961
cleansing,9.11,1.01961
craze,9.1,1.01961
crud,9,1.01961
decor,10.89,1.01961
detergent,7.33,1.01961
digestion,10.26,1.01961
dinky,8.65,1.01961
disciple,8.16,1.01961
dispenser,7.94,1.01961
expiration,9.21,1.01961
extermination,10.11,1.01961
eyeliner,10.63,1.01961
firefighter,5.16,1.01961
footing,9.05,1.01961
gaga,6.94,1.01961
ghoul,9.59,1.01961
glum,10.15,1.01961
grate,8.9,1.01961
handbook,8.89,1.01961
handcuff,6.28,1.01961
hideaway,8.44,1.01961
horrendous,9.94,1.01961
horseshoe,5.85,1.01961
hydrant,6.89,1.01961
incurable,10.11,1.01961
intestine,9.28,1.01961
laughingstock,8.95,1.01961
legislation,10.94,1.01961
locksmith,9.58,1.01961
loophole,10.8,1.01961
marmalade,10.39,1.01961
minefield,9.53,1.01961
molasses,8.95,1.01961
mural,9.74,1.01961
opal,9.28,1.01961
optic,11,1.01961
pesky,9.72,1.01961
phobia,9.83,1.01961
pug,9.17,1.01961
reconciliation,10.82,1.01961
redecorate,9.74,1.01961
remake,8.11,1.01961
rhythmic,10.65,1.01961
riffraff,8.26,1.01961
roadside,8.26,1.01961
rowdy,7.75,1.01961
screamer,7.65,1.01961
shorten,7.33,1.01961
snoopy,5.47,1.01961
sphinx,10.22,1.01961
spout,8,1.01961
subtitle,9.84,1.01961
swordfish,9.33,1.01961
toothpick,6.83,1.01961
trillion,8.94,1.01961
tweezers,7.16,1.01961
tycoon,9.74,1.01961
unrest,10.5,1.01961
unsure,8.32,1.01961
untouched,7.67,1.01961
whiny,7.18,1.01961
zit,10.89,1.01961
autopilot,10.39,1
chatty,8.22,1
chore,5.79,1
columnist,10.85,1
dazzle,7.79,1
default,10.85,1
disruption,9.44,1
dodo,8.12,1
dotted,6,1
dune,9.65,1
eraser,4.95,1
exclude,9.35,1
geologist,10.47,1
headstone,9.44,1
hubby,9.72,1
ignite,9.82,1
incubator,10,1
injure,7.53,1
inseparable,10.61,1
insulation,10.21,1
lunacy,10.58,1
manger,7,1
matchbook,8.43,1
muffler,9.5,1
observatory,9.12,1
outing,7.95,1
pearly,8.5,1
perm,9,1
ponytail,5.79,1
poultry,8.39,1
pus,7.78,1
refreshment,7.24,1
revolving,11,1
sauerkraut,9.26,1
smudge,6.11,1
sociable,9.94,1
spaceman,7.63,1
squint,8.05,1
stagecoach,9,1
strapping,9.32,1
sunscreen,5.33,1
truckload,7.95,1
unattended,9.8,1
unpaid,8.85,1
watcher,6.32,1
yawn,5.3,1
